,Descripción,Unidad,Precio,$,Tipo
1751,"PLANCHA POLIESTIRENO EXPANDIDO 3 1/4""  2.44 X 1.22 M D=19  KG/M3",PZA,88,,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/CONSTRUCCION
1752,"PLANCHA POLIESTIRENO EXPANDIDO 3 1/4""  2.44 X 1.22 M D=21 KG/M3",PZA,114,,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/CONSTRUCCION
1753,"PLANCHA POLIESTIRENO EXPANDIDO 3 1/4""  2.44 X 1.22 M D=25 KG/M3",PZA,147,,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/CONSTRUCCION
1754,"PLANCHA POLIESTIRENO EXPANDIDO 3 1/2""  2.44 X 1.22 M D=21 KG/M3",PZA,123,,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/CONSTRUCCION
1755,"PLANCHA POLIESTIRENO EXPANDIDO 3 1/2""  2.44 X 1.22 M D=25 KG/M3",PZA,158,,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/CONSTRUCCION
1756,"PLANCHA POLIESTIRENO EXPANDIDO 4""  2.44 X 1.22 M D=25 KG/M3",PZA,180,,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/CONSTRUCCION
1757,"PLANCHA POLIESTIRENO EXPANDIDO 4"" 2.44 X 1.22 M D=19 KG/M3",PZA,108,,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/CONSTRUCCION
1758,ADITIVO IMPERMEABILIZANTE,,,,ADITIVO IMPERMEABILIZANTE
1759,"ADITIVO IMPERMEABILIZANTE INTEGRAL LIQUIDO 1GAL - CHEMA 1 
LIQUIDO",GAL,"14,23",,ADITIVO IMPERMEABILIZANTE
1760,"ADITIVO IMPERMEABILIZANTE INTEGRAL EN POLVO 1KG - CHEMA 1 
POLVO",KG,"5,85",,ADITIVO IMPERMEABILIZANTE
1761,"IMPERMEABILIZANTE SUPERFICIAL LIQUIDO 1GAL - CHEMA SEA GRIS 
INCL. SELLACRYLL",GAL,"35,59",,ADITIVO IMPERMEABILIZANTE
1762,CHEMA TECHO BLANCO HUESO - GALON,GAL,"64,41",,ADITIVO IMPERMEABILIZANTE
1763,CHEMA TECHO GRIS - GALON,GAL,"64,41",,ADITIVO IMPERMEABILIZANTE
1764,"IMPERMEABILIZANTE ANTISALITRE,CHEMA TOP POLVO - 1/4 GALON",GAL,"13,56",,ADITIVO IMPERMEABILIZANTE
1765,IMPERMEABILIZANTE ANTISALITRE- CHEMA TOP POLVO 1 GALON,GAL,"35,59",,ADITIVO IMPERMEABILIZANTE
1766,"IMPERMEABILIZANTE ANTISALITRE, CHEMATOP TIPO PINTURA - 1/4 
GALON",GAL,"32,20",,ADITIVO IMPERMEABILIZANTE
1767,CHEMA ALQUITRAN - GALON,GAL,"40,25",,ADITIVO IMPERMEABILIZANTE
1768,CHEMA ALQUITRAN - LATA 5 GALONES,GAL,"176,19",,ADITIVO IMPERMEABILIZANTE
1769,CHEMATOP ANTISALITRE TIPO PINTURA - GALON,GAL,"137,29",,ADITIVO IMPERMEABILIZANTE
1770,ADITIVO IMPERMEABILIZANTE INTEGRAL  1 GAL - CHEMA BITUMEN,GAL,"16,86",,ADITIVO IMPERMEABILIZANTE
1771,ADITIVO ACELERANTE,,,,ADITIVO ACELERANTE
1772,CHEMA 3 - BIDON 5 GALONES,GAL,"135,59",,ADITIVO ACELERANTE
1773,CHEMA 3 - GALON,GAL,"29,66",,ADITIVO ACELERANTE
1774,CHEMA 5 - BIDON 5 GALONES,GAL,"114,41",,ADITIVO ACELERANTE
1775,CHEMA 5 - 1 GALON,GAL,"23,73",,ADITIVO ACELERANTE
1776,"ACELERANTE DE FRAGUA SIN CLORUROS -CHEMA ESTRUCT - BIDON 5 
GALONES ACELERANTE DE FRAGUA SIN CLORUROS -CHEMA ESTRUCT 
- BIDON 5 GALONES ACELERANTE DE FRAGUA SIN CLORUROS -CHEMA 
ESTRUCT - BIDON 5 GALONES",GAL,"253,39",,ADITIVO ACELERANTE
1777,ACELERANTE DE FRAGUA SIN CLORUROS -CHEMA ESTRUCT - GALÓN,GAL,"51,69",,ADITIVO ACELERANTE
1778,ADITIVO PLASTIFICANTE,,,,ADITIVO PLASTIFICANTE
1779,"GAL
19,92
ADITIVO PLASTIFICANTE LIQUIDO 1GAL - CHEMA PLAST",,,,"GAL
19,92
ADITIVO PLASTIFICANTE LIQUIDO 1GAL - CHEMA PLAST"
1780,ADITIVO EXPANSIVO,,,,ADITIVO EXPANSIVO
1781,"KG
100,85
FRACTURADOR DE ROCAS Y CONCRETO -CHEMA CRACK - 5 KG.",,,,"KG
100,85
FRACTURADOR DE ROCAS Y CONCRETO -CHEMA CRACK - 5 KG."
1782,ADITIVO ENDURECEDOR DE PISO,,,,ADITIVO ENDURECEDOR DE PISO
1783,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS",,,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1784,"PLANCHA POLIESTIRENO EXPANDIDO 5""  2.44 X 1.22 M D=21 KG/M3",PZA,175,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1785,"PLANCHA POLIESTIRENO EXPANDIDO 5""  2.44 X 1.22 M D=25 KG/M3",PZA,225,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1786,"PLANCHA POLIESTIRENO EXPANDIDO 6""  2.44 X 1.22 M D=21 KG/M3",PZA,210,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1787,"PLANCHA POLIESTIRENO EXPANDIDO 6""  2.44 X 1.22 M D=25 KG/M3",PZA,270,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1788,"PLANCHA POLIESTIRENO EXPANDIDO 7""  2.44 X 1.22 M D=21 KG/M3",PZA,245,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1789,"PLANCHA POLIESTIRENO EXPANDIDO 7""  2.44 X 1.22 M D=25 KG/M3",PZA,315,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1790,PLANCHA POLIESTIRENO EXPANDIDO 5MM  2.44 X 1.22 M D=19 KG/M3,PZA,"5,5",,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1791,PLANCHA POLIESTIRENO EXPANDIDO 5MM  2.44 X 1.22 M D=21 KG/M3,PZA,8,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1792,PLANCHA POLIESTIRENO EXPANDIDO 5MM  2.44 X 1.22 M D=25 KG/M3,PZA,9,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1793,PLANCHA POLIESTIRENO EXPANDIDO 1CM  2.44 X 1.22 M D=19 KG/M3,PZA,11,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1794,PLANCHA POLIESTIRENO EXPANDIDO 1CM  2.44 X 1.22 M D=21 KG/M3,PZA,14,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1795,PLANCHA POLIESTIRENO EXPANDIDO 1CM  2.44 X 1.22 M D=25 KG/M3,PZA,18,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1796,PLANCHA POLIESTIRENO EXPANDIDO 1.5 CM  2.44 X 1.22 M D=19 KG/M3,PZA,16,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1797,PLANCHA POLIESTIRENO EXPANDIDO 1.5 CM  2.44 X 1.22 M D=21 KG/M3,PZA,21,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1798,PLANCHA POLIESTIRENO EXPANDIDO 1.5 CM  2.44 X 1.22 M D=25 KG/M3,PZA,27,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1799,PLANCHA POLIESTIRENO EXPANDIDO 2 CM  2.44 X 1.22 M D=19 KG/M3,PZA,22,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1800,PLANCHA POLIESTIRENO EXPANDIDO 2 CM  2.44 X 1.22 M D=21 KG/M3,PZA,28,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1801,PLANCHA POLIESTIRENO EXPANDIDO 2 CM  2.44 X 1.22 M D=25 KG/M3,PZA,36,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1802,PLANCHA POLIESTIRENO EXPANDIDO 2.5 CM  2.44 X 1.22 M D=19 KG/M3,PZA,26,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1803,PLANCHA POLIESTIRENO EXPANDIDO 2.5 CM  2.44 X 1.22 M D=21 KG/M3,PZA,36,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1804,PLANCHA POLIESTIRENO EXPANDIDO 2.5 CM  2.44 X 1.22 M D=25 KG/M3,PZA,45,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1805,PLANCHA POLIESTIRENO EXPANDIDO 3 CM  2.44 X 1.22 M D=19 KG/M3,PZA,33,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1806,PLANCHA POLIESTIRENO EXPANDIDO 3 CM  2.44 X 1.22 M D=21 KG/M3,PZA,42,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1807,PLANCHA POLIESTIRENO EXPANDIDO 3 CM  2.44 X 1.22 M D=25 KG/M3,PZA,54,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1808,PLANCHA POLIESTIRENO EXPANDIDO 3.5 CM  2.44 X 1.22 M D=19 KG/M3,PZA,39,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1809,PLANCHA POLIESTIRENO EXPANDIDO 3.5 CM  2.44 X 1.22 M D=21 KG/M3,PZA,50,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1810,PLANCHA POLIESTIRENO EXPANDIDO 3.5 CM  2.44 X 1.22 M D=25 KG/M3,PZA,63,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1811,PLANCHA POLIESTIRENO EXPANDIDO 3.8 CM  2.44 X 1.22 M D=19 KG/M3,PZA,41,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1812,PLANCHA POLIESTIRENO EXPANDIDO 3.8 CM  2.44 X 1.22 M D=21 KG/M3,PZA,53,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1813,PLANCHA POLIESTIRENO EXPANDIDO 3.8 CM  2.44 X 1.22 M D=25 KG/M3,PZA,70,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1814,PLANCHA POLIESTIRENO EXPANDIDO 4 CM  2.44 X 1.22 M D=19 KG/M3,PZA,43,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1815,PLANCHA POLIESTIRENO EXPANDIDO 4 CM  2.44 X 1.22 M D=21 KG/M3,PZA,56,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1816,PLANCHA POLIESTIRENO EXPANDIDO 4 CM  2.44 X 1.22 M D=25 KG/M3,PZA,72,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1817,PLANCHA POLIESTIRENO EXPANDIDO 4.5 CM  2.44 X 1.22 M D=19 KG/M3,PZA,48,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1818,PLANCHA POLIESTIRENO EXPANDIDO 4.5 CM  2.44 X 1.22 M D=21 KG/M3,PZA,64,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1819,PLANCHA POLIESTIRENO EXPANDIDO 4.5 CM  2.44 X 1.22 M D=25 KG/M3,PZA,81,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1820,PLANCHA POLIESTIRENO EXPANDIDO 5 CM  2.44 X 1.22 M D=19 KG/M3,PZA,54,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1821,PLANCHA POLIESTIRENO EXPANDIDO 5 CM  2.44 X 1.22 M D=21 KG/M3,PZA,70,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1822,PLANCHA POLIESTIRENO EXPANDIDO 5 CM  2.44 X 1.22 M D=25 KG/M3,PZA,90,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1823,PLANCHA POLIESTIRENO EXPANDIDO 6 CM  2.44 X 1.22 M D=19 KG/M3,PZA,65,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1824,PLANCHA POLIESTIRENO EXPANDIDO 6 CM  2.44 X 1.22 M D=21 KG/M3,PZA,84,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1825,PLANCHA POLIESTIRENO EXPANDIDO 6 CM  2.44 X 1.22 M D=25 KG/M3,PZA,108,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1826,PLANCHA POLIESTIRENO EXPANDIDO 7 CM  2.44 X 1.22 M D=19 KG/M3,PZA,76,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1827,PLANCHA POLIESTIRENO EXPANDIDO 7 CM  2.44 X 1.22 M D=21 KG/M3,PZA,98,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1828,PLANCHA POLIESTIRENO EXPANDIDO 7 CM  2.44 X 1.22 M D=25 KG/M3,PZA,126,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1829,PLANCHA POLIESTIRENO EXPANDIDO 8 CM  2.44 X 1.22 M D=19 KG/M3,PZA,86,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1830,PLANCHA POLIESTIRENO EXPANDIDO 8 CM  2.44 X 1.22 M D=21 KG/M3,PZA,112,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1831,PLANCHA POLIESTIRENO EXPANDIDO 8 CM  2.44 X 1.22 M D=25 KG/M3,PZA,144,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1832,PLANCHA POLIESTIRENO EXPANDIDO 9 CM  2.44 X 1.22 M D=19 KG/M3,PZA,97,,"ENDURECEDOR SUPERFICIAL PARA PISO -CHEMADUR XF - BOLSA 25 
KG
58,47
KILOS"
1833,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/REFIGERACION,,,,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/REFIGERACION
1834,"PLANCHA POLIESTIRENO EXPANDIDO    1/2""  2.44 X 1.22 M D=19 KG/M3",PZA,"8,47",,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/REFIGERACION
1835,"PLANCHA POLIESTIRENO EXPANDIDO    3/4""  2.44 X 1.22 M D=21 KG/M3",PZA,"11,86",,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/REFIGERACION
1836,"PLANCHA POLIESTIRENO EXPANDIDO 1"" 2.44 X 1.22 M D=21 KG/M3",PZA,"15,25",,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/REFIGERACION
1837,"PLANCHA POLIESTIRENO EXPANDIDO  1.1/2"" 2.44 X 1.22 M D=19 KG/M3",PZA,"22,03",,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/REFIGERACION
1838,"PLANCHA POLIESTIRENO EXPANDIDO 2"" 2.44 X 1.22 M D=19 KG/M3",PZA,"28,81",,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/REFIGERACION
1839,"PLANCHA POLIESTIRENO EXPANDIDO  2.1/2"" 2.44 X 1.22 M D=19 KG/M3",PZA,"35,59",,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/REFIGERACION
1840,"PLANCHA POLIESTIRENO EXPANDIDO 3"" 2.44 X 1.22 M D=19 KG/M3",PZA,"42,37",,PLANCHA TERMOPOR (POLIESTIRENO EXPANDIDO) P/REFIGERACION
1841,"PZA
113.47
LLAVE LAVATORIO BUZIOS LEVER CROMO",,,,"PZA
113.47
LLAVE LAVATORIO BUZIOS LEVER CROMO"
1842,"PZA
199.07
LLAVE LAVATORIO MINIMALISTA MOD.BUZIOS LEVER",,,,"PZA
199.07
LLAVE LAVATORIO MINIMALISTA MOD.BUZIOS LEVER"
1843,"PZA
232.12
LLAVE LAVATORIO PARED MINIM.MOD.BUZIOS LEVER",,,,"PZA
232.12
LLAVE LAVATORIO PARED MINIM.MOD.BUZIOS LEVER"
1844,"PZA
149.07
LLAVE LAVATORIO MINIM BAJA LIV CARTAGENA CR",,,,"PZA
149.07
LLAVE LAVATORIO MINIM BAJA LIV CARTAGENA CR"
1845,"PZA
208.39
LLAVE LAVATORIO LIVIANA CROMADA MOD.CARTAGEN",,,,"PZA
208.39
LLAVE LAVATORIO LIVIANA CROMADA MOD.CARTAGEN"
1846,"PZA
232.97
LLAVE LAVATORIO PARED MINIM CARTAGENA CR",,,,"PZA
232.97
LLAVE LAVATORIO PARED MINIM CARTAGENA CR"
1847,GRIFERÍA DE BAÑO - MEZCLADORAS,,,,GRIFERÍA DE BAÑO - MEZCLADORAS
1848,"MEZCLADORA DE 4"" PARA LAVATORIO LINEA BAVARO CROMADA",PZA,68.56,,GRIFERÍA DE BAÑO - MEZCLADORAS
1849,"MEZCLADORA DE 4"" PARA LAVATORIO LINEA PUNTA SAL CROAMDA",PZA,84.66,,GRIFERÍA DE BAÑO - MEZCLADORAS
1850,"MEZCLADORA DE 4"" PARA LAVATORIO LINEA ARUBA (ABS Y ACETAL 
CROMADA)",PZA,132.97,,GRIFERÍA DE BAÑO - MEZCLADORAS
1851,"MEZCLADORA DE 4"" PARA LAVATORIO LINEA CABO BLANCO BRONCE 
CROMADA",PZA,187.2,,GRIFERÍA DE BAÑO - MEZCLADORAS
1852,"MEZCLADORA DE 4"" PARA LAVATORIO LINEA CANCUN (ABS Y ACETAL 
CROMADA)",PZA,175.34,,GRIFERÍA DE BAÑO - MEZCLADORAS
1853,"MEZCLADORA DE 4"" PARA LAVATORIO LINEA VALLARTA BRONCE 
CROMADA",PZA,132.12,,GRIFERÍA DE BAÑO - MEZCLADORAS
1854,"MEZCLADORA DE 4"" PARA LAVATORIO LINEA BUZIOS (ABS Y ACETAL 
CROMADA)",PZA,171.1,,GRIFERÍA DE BAÑO - MEZCLADORAS
1855,"MEZCLADORA DE 4"" PARA LAVATORIO LINEA BUZIOS (BRONCE 
MINIMALISTA CROMADA)",PZA,293.98,,GRIFERÍA DE BAÑO - MEZCLADORAS
1856,"MEZCLADORA DE 4"" PARA LAVATORIO LINEA BUZIOS LEVER (BRONCE 
MINIMALISTA CROMADA)",PZA,305,,GRIFERÍA DE BAÑO - MEZCLADORAS
1857,"MEZCLADORA PARA LAVATORIO BAJA MONOCOMANDO LINEA BUZIOS 
LEVER (CARTUCHO DE DISCO CERÁMICO)",PZA,305.9,,GRIFERÍA DE BAÑO - MEZCLADORAS
1858,"MEZCLADORA PARA LAVATORIO ALTA MONOCOMANDO LINEA BUZIOS 
LEVER (CARTUCHO DE DISCO CERÁMICO)",PZA,423.9,,GRIFERÍA DE BAÑO - MEZCLADORAS
1859,"MEZCLADORA DE LAVADERO A LA PARED LINEA PUNTA SAL C/PICO 
GIRATORIO 5/8"" CROMADA",PZA,220.25,,GRIFERÍA DE BAÑO - MEZCLADORAS
1860,"MEZCLADORA DE LAVADERO A LA PARED LINEA ACAPULCO C/PICO 
GIRATORIO 5/8"" CROMADA",PZA,249.07,,GRIFERÍA DE BAÑO - MEZCLADORAS
1861,"MEZCLADORA DE LAVADERO A LA PARED LINEA ARUBA C/PICO 
GIRATORIO 5/8"" CROMADA",PZA,233.81,,GRIFERÍA DE BAÑO - MEZCLADORAS
1862,"MEZCLADORA DE LAVADERO A LA PARED LINEA CABO BLANCO C/PICO 
GIRATORIO 5/8"" CROMADA",PZA,233.81,,GRIFERÍA DE BAÑO - MEZCLADORAS
1863,"MEZCLADORA DE LAVADERO A LA PARED LINEA CANCUN C/PICO 
GIRATORIO 5/8"" CROMADA",PZA,232.12,,GRIFERÍA DE BAÑO - MEZCLADORAS
1864,"MEZCLADORA DE LAVADERO A LA PARED LINEA VALLARTA C/PICO 
GIRATORIO 5/8"" CROMADA",PZA,255.85,,GRIFERÍA DE BAÑO - MEZCLADORAS
1865,"MEZCLADORA DE LAVADERO A LA PARED LINEA BUZIOS LEVER C/PICO 
GIRATORIO 5/8"" CROMADA",PZA,333.81,,GRIFERÍA DE BAÑO - MEZCLADORAS
1866,"MEZCLADORA DE LAVADERO A LA PARED LINEA BUZIOS C/PICO 
GIRATORIO 5/8"" CROMADA",PZA,369.41,,GRIFERÍA DE BAÑO - MEZCLADORAS
1867,GRIFERÍA DE DUCHA - MEZCLADORAS,,,,GRIFERÍA DE DUCHA - MEZCLADORAS
1868,MEZCL.DUC 2 LLAVES C/SAL TECNO GALAPAGOS,PZA,166.86,,GRIFERÍA DE DUCHA - MEZCLADORAS
1869,MEZCL.DUCHA 2 LLAVES C/SALIDA TECNO CABO,PZA,216.02,,GRIFERÍA DE DUCHA - MEZCLADORAS
1870,MEZCL. DUCHA 2 LLAVES CROMADA CON SALIDA TECNO CROMADO,PZA,185.51,,GRIFERÍA DE DUCHA - MEZCLADORAS
1871,MEZCL. DUCHA-TINA VALLARTA CON SALIDA OMEGA CROMADO,PZA,256.69,,GRIFERÍA DE DUCHA - MEZCLADORAS
1872,MEZCL.DUCH.SOPREPONER CON DUCHA TELEFONO VALLARTA,PZA,260.08,,GRIFERÍA DE DUCHA - MEZCLADORAS
1873,MEZCL. DUCHA-TINA - VALLARTA CON SALIDA TECNO,PZA,285.51,,GRIFERÍA DE DUCHA - MEZCLADORAS
1874,MEZCL.DUCHA 2 LLAVES S/BUZIOS BUZIOS LEVER CROMADO,PZA,281.27,,GRIFERÍA DE DUCHA - MEZCLADORAS
1875,MEZCL. DUCHA MOD.BUZIOS MONOCOMADO CON SALIDA ESPAÑOLA,PZA,288.05,,GRIFERÍA DE DUCHA - MEZCLADORAS
1876,MEZCL DUCHA 2 LLAVES MINIMALISTA CARTAGENA S/ESP C,PZA,347.37,,GRIFERÍA DE DUCHA - MEZCLADORAS
1877,ACCESORIOS DE GRIFERÍA,,,,ACCESORIOS DE GRIFERÍA
1878,"PZA
25.34
DESAGUE PUSH P/LAVT ENCHAPADO AC.INOX",,,,"PZA
25.34
DESAGUE PUSH P/LAVT ENCHAPADO AC.INOX"
1879,"DESAGUES DE 1 1/4"" PARA LAVATORIO EN ABS, TIPO SUMIDERO, 
PZA
13.47
ENCHAPADOS EN ACERO INOX. (BLANCO)",,,,"DESAGUES DE 1 1/4"" PARA LAVATORIO EN ABS, TIPO SUMIDERO, 
PZA
13.47
ENCHAPADOS EN ACERO INOX. (BLANCO)"
1880,"DESAGUES DE 1 1/4"" PARA LAVATORIO EN ABS, CON TAPON Y 
PZA
16.86
CADENA, ENCHAPADOS EN ACERO (CROMADO)",,,,"DESAGUES DE 1 1/4"" PARA LAVATORIO EN ABS, CON TAPON Y 
PZA
16.86
CADENA, ENCHAPADOS EN ACERO (CROMADO)"
1881,SANITARIOS,,,,SANITARIOS
1882,"ONE PIECE ACAPULCO BLANCO  ACCES.SIST. LARGA VIDA-EMPAQ. DE 
SILICONA (INTEGRADO CON ASIENTO AVANTE-CAÍDA LENTA)",PZA,427.88,,SANITARIOS
1883,"ONE PIECE ACAPULCO BONE ACCES.SIST. LARGA VIDA-EMPAQ. DE 
SILICONA (INTEGRADO CON ASIENTO AVANTE-CAÍDA LENTA)",PZA,453.31,,SANITARIOS
1884,"ONE PIECE ACAPULCO BLANCO ACCES.SIST. LARGA VIDA - EMPAQ. DE 
SILICONA (TAPA DE TANQUE SOLA)",PZA,427.88,,SANITARIOS
1885,"ONE PIECE ACAPULCO BONE ACCES.SIST. LARGA VIDA - EMPAQ. DE 
SILICONA (TAPA DE TANQUE SOLA)",PZA,453.31,,SANITARIOS
1886,ONE PIECE BUZIOS BLANCO CON BOTÓN SUPERIOR CON ASIENTO SL D,PZA,427.88,,SANITARIOS
1887,"ONE PIECE ACAPULCO BLANCO ACCES.SIST. LARGA VIDA-EMPAQ. DE 
SILICONA BIDET INTEGRADO CON ASIENTO AVANTE",PZA,427.88,,SANITARIOS
1888,"ONE PIECE ACAPULCO BONE ACCES.SIST. LARGA VIDA - EMPAQ. DE 
SILICONA BIDET INTEGRADO CON ASIENTO AVANTE",PZA,453.31,,SANITARIOS
1889,ONE PIECE BUZIOS CON BOTÓN SUPERIOR CON ASIENTO SL D,PZA,453.31,,SANITARIOS
1890,"ONE PIECE BUZIOS BLANCO COM. CON BOTÓN SUPERIOR CON 
ASIENTO",PZA,427.88,,SANITARIOS
1891,ONE PIECE ITAL CARTAGENA BLANCO CON ASIENTO SUPERIOR DUAL,PZA,868.64,,SANITARIOS
1892,LAVATORIOS,,,,LAVATORIOS
1893,"LAVATORIO CABO BLANCO CON REBOSE CROMADO (AGUJEROS PARA 
PZA
49.07
4"" INSINUADOS)",,,,"LAVATORIO CABO BLANCO CON REBOSE CROMADO (AGUJEROS PARA 
PZA
49.07
4"" INSINUADOS)"
1894,GRIFERÍA DE BAÑO LAVATORIO - AGUA FRÍA,,,,GRIFERÍA DE BAÑO LAVATORIO - AGUA FRÍA
